#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
593	otu	0.0147469486367	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Mogibacteriaceae]	g__
594	otu	0.00133350067459	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__5-7N15
595	otu	1.56882432305e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	Other	Other
596	otu	0.000423582567224	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__RF16	g__
597	otu	4.70647296916e-05	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Thermoanaerobacterales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor
598	otu	0.000235323648458	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	Other
599	otu	0.0	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus
600	otu	0.405494022779	Even1	k__Bacteria	Other	Other	Other	Other	Other
601	otu	0.000878541620909	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__
602	otu	0.000117661824229	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__RFN20
603	otu	1.47669557905	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Providencia
604	otu	6.2752972922e-05	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Salinibacterium
605	otu	0.231307458191	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	Other
606	otu	0.0150608295943	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter
607	otu	3.1376486461e-05	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Candidatus Aquiluna
608	otu	0.000258856013304	Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__
609	otu	1.05649347997	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
610	otu	0.0272740108562	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Other	Other	Other
611	otu	3.90329110163	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides
612	otu	0.141484537667	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Mitsuokella
613	otu	0.0689655172414	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnospira
614	otu	1.56882432305e-05	Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Other
615	otu	5.49088513068e-05	Even1	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__
616	otu	0.00168648614728	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus
617	otu	3.92206080763e-05	Even1	k__Bacteria	p__Acidobacteria	c__	o__	f__	g__
618	otu	1.21183834834	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Anaerococcus
619	otu	7.84412161526e-06	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
620	otu	0.0635452292052	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia
621	otu	0.000188258918766	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__JTB215	g__
622	otu	0.000109817702614	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	Other
623	otu	0.00273759844373	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Salmonella
624	otu	0.0	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Yaniellaceae	g__
625	otu	9.41294593831e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Other
626	otu	0.000533400269838	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Dysgonomonas
627	otu	0.000219635405227	Even1	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia
628	otu	7.84412161526e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas
629	otu	0.497019349879	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Proteus
630	otu	0.00016472655392	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Halothiobacillaceae	Other
631	otu	0.230052514825	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania
632	otu	0.0294	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium
633	otu	0.0524065765116	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Other
634	otu	0.0	Even1	k__Bacteria	p__Chrysiogenetes	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispirillum
635	otu	4.70647296916e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__OM60	g__Congregibacter
636	otu	0.000549088513069	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Bibersteinia
637	otu	0.0	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Other
638	otu	3.1376486461e-05	Even1	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus
639	otu	0.000917762228985	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Moryella
640	otu	0.449311286122	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__SMB53
641	otu	0.0941216152616	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	Other
642	otu	0.000188258918766	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__	f__	g__
643	otu	0.146928241975	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Other
644	otu	0.0	Even1	k__Bacteria	p__Chrysiogenetes	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	Other
645	otu	1.56882432305e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Moritellaceae	g__
646	otu	0.0	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Oxobacter
647	otu	0.000141194189075	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Alkaliphilus
648	otu	0.298037400771	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__
649	otu	0.00522418499577	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	Other	Other	Other
650	otu	0.462873888488	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__
651	otu	0.147736302595	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Anaerofustis
652	otu	0.102930563835	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__	g__
653	otu	0.0	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter
654	otu	0.0108797966804	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	Other
655	otu	0.00214144520096	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium
656	otu	0.000172570675536	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	Other	Other
657	otu	0.0393147375357	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Other
658	otu	0.000815788647988	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]
659	otu	0.0	Even1	k__Bacteria	p__Spirochaetes	c__GN05	o__IF025	f__	g__
660	otu	1.0691302438	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	Other
661	otu	9.4129459383e-05	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__Paraprevotella
662	otu	0.0	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__[Chromatiaceae]	g__Alishewanella
663	otu	0.000635373850836	Even1	NO_HIT	Other	Other	Other	Other	Other
664	otu	7.84412161526e-06	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	Other	Other
665	otu	1.08837983433	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea
666	otu	0.00074519155345	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Gardnerella
667	otu	7.84412161525e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__OM60	g__
668	otu	0.892315898466	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Eubacterium]
669	otu	0.000188258918766	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__PYR10d3	f__	g__
670	otu	1.56882432305e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__HTCC2188	g__
671	otu	0.0	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium
672	otu	0.290813080857	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella
673	otu	1.56882432305e-05	Even1	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	Other	Other	Other
674	otu	0.0	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__
675	otu	0.318338103605	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__
676	otu	0.0	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Tannerella
677	otu	0.00126290358006	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__
678	otu	0.000266700134919	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__	g__
679	otu	0.000305920742995	Even1	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	Other
680	otu	2.35323648458e-05	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Thermoactinomycetaceae	Other
681	otu	0.0739231181952	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Citrobacter
682	otu	0.0	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__	g__
683	otu	0.000211791283612	Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Other	Other	Other
684	otu	0.00325531047033	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Sharpea
685	otu	0.000196103040382	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas
686	otu	0.0129741771517	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus
687	otu	3.1376486461e-05	Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	Other
688	otu	0.0899720749271	Even1	k__Bacteria	p__Proteobacteria	Other	Other	Other	Other
689	otu	0.000109817702614	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__PW3
690	otu	3.92206080763e-05	Even1	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__	f__	g__
691	otu	0.0459979291519	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	Other
692	otu	0.0	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__	f__	g__
693	otu	0.348545699853	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	Other
694	otu	0.00014903831069	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__BS11	g__
695	otu	0.0	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__
696	otu	0.000141194189075	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__
697	otu	0.000541244391453	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiohalorhabdales	f__	g__
698	otu	4.70647296916e-05	Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Inquilinus
699	otu	0.313741332245	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia
700	otu	0.000807944526371	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	Other	Other
701	otu	0.327727401086	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]
702	otu	0.00563992344137	Even1	Unclassified	Other	Other	Other	Other	Other
703	otu	3.92206080763e-05	Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Thermoactinomycetaceae	g__Thermoactinomyces
704	otu	6.2752972922e-05	Even1	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Kosmotoga
705	otu	0.00405541087509	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__
706	otu	0.0107621348561	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__
707	otu	0.301724254024	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Parabacteroides
708	otu	9.4129459383e-05	Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__AF12
709	otu	3.1376486461e-05	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Caldanaerocella
710	otu	1.22901697468	Even1	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__
711	otu	0.000133350067459	Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	Other	Other
712	otu	0.264315521948	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Other	Other	Other
713	otu	0.75267519375	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia
714	otu	3.92206080763e-05	Even1	k__Bacteria	p__	c__	o__	f__	g__
715	otu	0.0	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__
716	otu	5.49088513068e-05	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Arsenophonus
717	otu	0.00140409776913	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina
718	otu	0.000101973580998	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Photorhabdus
719	otu	0.163636221016	Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	Other	Other
720	otu	0.000611841485988	Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas
