#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034399e-05	-0.000105832398897	-4.70444940094e-05	-1.99872172989e-05	3.72515284467e-05	-0.000248209217929	-0.000217464815153	0.000266720822899	0.000205227140307	7.70249467229e-06	-0.000169398724117	-3.46297728182e-05	3.03345992237e-05	-2.99702630205e-06	5.28075770958e-10	5.72363170161e-10	-2.33693375846e-10	-5.3090533921e-10	5.80339712744e-11
Even3;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	-0.0887938761318	-0.0485984211189	-0.0147505782358	-0.0189223513109	-0.0304055327834	0.00880358067944	-0.0122920650411	-0.00412243385097	-0.00425715870957	-0.00787765530652	0.000470626399936	0.0022773226398	0.0010238015117	-0.000358853810786	0.000346232511247	0.000139838170158	0.000148441828855	-0.000590401508527	-0.000139923302083	1.63215052457e-05	-1.32132541339e-05	3.67286188393e-05	7.60308978994e-05	6.49686810233e-05	1.45232562422e-05	6.41330450793e-06	5.28075770984e-10	5.72363170171e-10	-2.33693375866e-10	-5.30905339202e-10	5.80339712668e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	-0.0887938761318	-0.0485984211189	-0.0147505782358	-0.0189223513109	-0.0304055327834	0.00880358067944	-0.0122920650411	-0.00412243385097	-0.00425715870957	-0.00787765530652	0.000470626399936	0.0022773226398	0.0010238015117	-0.000358853810786	0.000346232511247	0.000139838170158	0.000148441828855	-0.000590401508527	-0.000139923302083	1.63215052457e-05	-1.32132541339e-05	3.67286188393e-05	7.60308978994e-05	6.49686810233e-05	1.45232562422e-05	6.41330450793e-06	5.28075770984e-10	5.72363170171e-10	-2.33693375866e-10	-5.30905339202e-10	5.80339712668e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PYR10d3;f__;g__	-0.0800677742665	-0.0506320446839	-0.0175150414354	-0.0153622603978	-0.030483446	0.00939093126023	-0.0126969884354	-0.00327055083388	-0.0057886352252	-0.00256806595217	0.00106666593128	0.000248359715747	-0.000888140829965	-0.00057962345798	-0.000231299950579	-7.21226108464e-05	8.76959112974e-05	3.98728770841e-05	-1.10199350917e-05	2.66191485083e-05	1.36295333343e-05	-4.66968412922e-06	1.29256468523e-05	6.67352680536e-06	-8.98267079486e-07	-5.99629346679e-09	5.28075770967e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	-0.0659348828397	-0.0542101293562	-0.0223793106825	-0.00908128410394	-0.0309819136068	0.0106832757815	-0.0141170159828	-0.00174437262884	-0.00873104379808	0.00671262294254	0.00237469606911	-0.00355735500366	-0.00440433439152	-0.00115530634036	-0.00147264414278	-0.000199388936619	0.000241958703586	0.000991162449927	0.000200001520677	5.78083176609e-05	-0.000515981151552	0.000117500049415	-0.000269012708486	-0.000349325607124	-1.32550322309e-05	1.15452422036e-06	5.28075770948e-10	5.7236317018e-10	-2.33693375847e-10	-5.309053392e-10	5.80339712703e-11
Even4;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacterium	-0.0954184017914	-0.0463287815832	-0.0120222065256	-0.021692041877	-0.0297979753352	0.00810369888878	-0.0111463815733	-0.00545073498082	-0.00281774237941	-0.012823387747	-0.000586750152977	0.00385787850096	0.00210733232139	0.000239396852558	0.000557778121308	-0.00027279171878	5.34819569826e-05	2.73219376598e-06	-0.000174684681134	-0.000165633167583	-8.45027535913e-06	-0.000349262777725	-0.000131735696106	0.000112134518159	-8.36432743304e-05	-4.00478544243e-05	5.28075770853e-10	5.72363170037e-10	-2.33693375858e-10	-5.30905339161e-10	5.80339712613e-11
Even4;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus	-0.0954184017914	-0.0463287815832	-0.0120222065256	-0.021692041877	-0.0297979753352	0.00810369888878	-0.0111463815733	-0.00545073498082	-0.00281774237941	-0.012823387747	-0.000586750152977	0.00385787850096	0.00210733232139	0.000239396852558	0.000557778121308	-0.00027279171878	5.34819569826e-05	2.73219376598e-06	-0.000174684681134	-0.000165633167583	-8.45027535913e-06	-0.000349262777725	-0.000131735696106	0.000112134518159	-8.36432743304e-05	-4.00478544243e-05	5.28075770853e-10	5.72363170037e-10	-2.33693375858e-10	-5.30905339161e-10	5.80339712613e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae;g__Hahella	-0.0842556414618	-0.0497959740946	-0.0163366824927	-0.0169021516818	-0.030628653335	0.00924085725407	-0.0127774867308	-0.00360046552163	-0.00522320917576	-0.00483026609395	0.00092236091183	0.00106262192409	-8.97299310706e-05	-0.000577122030642	-5.78760796937e-06	9.35715053909e-05	0.000192933063823	-0.000336336387489	-0.000133689474212	7.39944082106e-06	-0.00020473277808	2.16934122072e-05	-2.9074187971e-05	-2.45435796164e-05	-4.99833841019e-08	1.27402164984e-06	5.28075770963e-10	5.72363170162e-10	-2.3369337586e-10	-5.30905339198e-10	5.80339712672e-11
Even4;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinopolysporaceae;g__	-0.0842556414618	-0.0497959740946	-0.0163366824927	-0.0169021516818	-0.030628653335	0.00924085725407	-0.0127774867308	-0.00360046552163	-0.00522320917576	-0.00483026609395	0.00092236091183	0.00106262192409	-8.97299310706e-05	-0.000577122030642	-5.78760796937e-06	9.35715053909e-05	0.000192933063823	-0.000336336387489	-0.000133689474212	7.39944082106e-06	-0.00020473277808	2.16934122072e-05	-2.9074187971e-05	-2.45435796164e-05	-4.99833841019e-08	1.27402164984e-06	5.28075770963e-10	5.72363170162e-10	-2.3369337586e-10	-5.30905339198e-10	5.80339712672e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	-0.124987231475	0.133579968529	0.0528289138769	-0.0291493049037	0.0153262821589	-0.0063978980078	0.0031312003012	0.000384413440005	-0.000343482473906	0.00183172441471	-0.000344245014735	-0.000351456522396	9.17853885094e-05	-0.000122369510331	1.49291521808e-08	-1.09908846484e-06	1.28558822711e-06	-3.51001657393e-06	-3.27161691594e-06	-1.27615161775e-06	-2.07586692256e-06	9.62694490141e-07	-3.79728469449e-07	2.4708145327e-08	2.17766450091e-07	6.01931876459e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712675e-11
Even4;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Tetrasphaera	-0.0952072417044	-0.0463562566172	-0.0121622481934	-0.0215403895873	-0.0296035827876	0.00810646288337	-0.0112746718416	-0.00543870940832	-0.00287581590921	-0.0127465751039	-0.000525787946923	0.00368818690009	0.00202272383441	0.000318197017319	0.000348124064081	-8.24487222414e-05	0.000146830715659	7.96189792367e-05	0.000286771998399	0.000144259954858	9.60305170888e-05	9.58274292992e-05	1.56883708476e-05	-0.000134006329858	1.91404788554e-06	0.000164184458559	5.28075771255e-10	5.72363170595e-10	-2.33693375872e-10	-5.30905339293e-10	5.80339712764e-11
Even3;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.0760536868879	-0.0511516292195	-0.0192835962643	-0.0110007716305	-0.027453587495	0.00919190912233	-0.0101100788805	-0.00399246510503	-0.00131249528025	-0.000906840386922	-0.000588844940004	-0.000379641286034	0.00121764853579	0.00152952160147	-0.000133858922499	-0.000105834883006	-0.0003792706101	7.60855685858e-06	7.5613165651e-05	-0.000390284829667	-0.000153888635338	5.49832014606e-05	-0.000175694134351	-0.000233896163078	-1.74013560543e-05	7.83296631385e-05	5.28075771083e-10	5.72363170376e-10	-2.33693375858e-10	-5.30905339242e-10	5.80339712728e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	-0.048845801019	0.149333097809	-0.023301282325	0.122608355967	-0.00946695806991	0.0166266136918	-0.0057080060189	0.00428816606674	0.00132906740362	-0.00272776815342	-0.000288174886794	0.00197630700316	-0.00123331252264	-0.000162995520106	-6.10896716885e-05	-8.2164670477e-06	1.41886177499e-06	-5.48520773514e-07	-9.11643054901e-06	1.56757176e-05	-2.2155886195e-06	-7.37063434007e-07	5.45222379851e-06	3.00223757649e-06	-2.37227300746e-09	1.48688263799e-07	5.28075770967e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712666e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__	-0.048845801019	0.149333097809	-0.023301282325	0.122608355967	-0.00946695806991	0.0166266136918	-0.0057080060189	0.00428816606674	0.00132906740362	-0.00272776815342	-0.000288174886794	0.00197630700316	-0.00123331252264	-0.000162995520106	-6.10896716885e-05	-8.2164670477e-06	1.41886177499e-06	-5.48520773514e-07	-9.11643054901e-06	1.56757176e-05	-2.2155886195e-06	-7.37063434007e-07	5.45222379851e-06	3.00223757649e-06	-2.37227300746e-09	1.48688263799e-07	5.28075770967e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712666e-11
Even3;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other	-0.0943296186182	-0.046500022291	-0.0126360975878	-0.0211940512016	-0.0294415069841	0.00809275835378	-0.0116698278549	-0.00512361867728	-0.00296524026889	-0.0122737497206	-0.000439332397845	0.00340950614806	0.00193650987445	0.000227226556141	-0.000148190023265	0.000378108783105	0.000281567269034	-0.000223923850306	0.00054876296075	7.5803390783e-05	0.000166956922596	0.000830457959751	-2.68241091396e-06	-5.1348624573e-05	-0.00015298525956	-2.4750909782e-05	5.28075770884e-10	5.72363170108e-10	-2.33693375861e-10	-5.30905339174e-10	5.80339712623e-11
Even3;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	-0.094289001179	-0.0465113574232	-0.0126432194342	-0.0212109879096	-0.0295111328364	0.00808947808905	-0.0116698835244	-0.00507908923304	-0.00295224778342	-0.0122325660215	-0.000454771837524	0.00344595415702	0.00196369058468	0.000172516584444	-0.000128316017782	0.000356662693486	0.00025538976819	-0.000292830457579	0.000380597859191	-6.31729320965e-05	0.000135619743838	0.000704797418401	-0.000173722397663	0.000123732201549	-0.000338539140304	-9.3277774592e-05	5.28075770685e-10	5.72363169916e-10	-2.33693375854e-10	-5.3090533911e-10	5.8033971252e-11
Even3;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Tetrasphaera	-0.0952072417044	-0.0463562566172	-0.0121622481934	-0.0215403895873	-0.0296035827876	0.00810646288337	-0.0112746718416	-0.00543870940832	-0.00287581590921	-0.0127465751039	-0.000525787946923	0.00368818690009	0.00202272383441	0.000318197017319	0.000348124064081	-8.24487222414e-05	0.000146830715659	7.96189792367e-05	0.000286771998399	0.000144259954858	9.60305170888e-05	9.58274292992e-05	1.56883708476e-05	-0.000134006329858	1.91404788554e-06	0.000164184458559	5.28075771255e-10	5.72363170595e-10	-2.33693375872e-10	-5.30905339293e-10	5.80339712764e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.2807577096e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfonatronovibrio	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.2807577096e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter	-0.0960034108172	-0.0462318260972	-0.011708139148	-0.0219241005067	-0.0299065836585	0.00811244942102	-0.0108846027631	-0.00565882257683	-0.00275698592015	-0.0131393904594	-0.000645019590865	0.00404561666845	0.00216556283464	0.000300191972463	0.000890888188111	-0.000576795880104	-3.43831981986e-05	0.000184966823075	-0.000368243400518	-0.000147375123886	-6.48166955792e-05	-0.000813462605113	-2.5222351952e-05	1.87952634029e-05	0.000136581599029	2.08305380645e-05	5.28075771037e-10	5.72363170193e-10	-2.33693375863e-10	-5.30905339218e-10	5.80339712711e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinopolysporaceae;g__	-0.0842556414618	-0.0497959740946	-0.0163366824927	-0.0169021516818	-0.030628653335	0.00924085725407	-0.0127774867308	-0.00360046552163	-0.00522320917576	-0.00483026609395	0.00092236091183	0.00106262192409	-8.97299310706e-05	-0.000577122030642	-5.78760796937e-06	9.35715053909e-05	0.000192933063823	-0.000336336387489	-0.000133689474212	7.39944082106e-06	-0.00020473277808	2.16934122072e-05	-2.9074187971e-05	-2.45435796164e-05	-4.99833841019e-08	1.27402164984e-06	5.28075770962e-10	5.72363170162e-10	-2.3369337586e-10	-5.30905339198e-10	5.80339712672e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	-0.124987231476	0.133579968529	0.0528289138769	-0.0291493049037	0.0153262821589	-0.0063978980078	0.0031312003012	0.000384413440005	-0.000343482473906	0.00183172441471	-0.000344245014735	-0.000351456522396	9.17853885094e-05	-0.000122369510331	1.49291521808e-08	-1.09908846484e-06	1.28558822711e-06	-3.51001657393e-06	-3.27161691594e-06	-1.27615161775e-06	-2.07586692256e-06	9.62694490141e-07	-3.79728469449e-07	2.47081453271e-08	2.17766450091e-07	6.01931876459e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712675e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__;g__	-0.124987231476	0.133579968529	0.0528289138769	-0.0291493049037	0.0153262821589	-0.0063978980078	0.0031312003012	0.000384413440005	-0.000343482473906	0.00183172441471	-0.000344245014735	-0.000351456522396	9.17853885094e-05	-0.000122369510331	1.49291521808e-08	-1.09908846484e-06	1.28558822711e-06	-3.51001657393e-06	-3.27161691594e-06	-1.27615161775e-06	-2.07586692256e-06	9.62694490141e-07	-3.79728469449e-07	2.47081453271e-08	2.17766450091e-07	6.01931876459e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712675e-11
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus	-0.0954454800842	-0.0463212248284	-0.0120174586279	-0.0216807507384	-0.0297515581004	0.00810588573194	-0.0111463444603	-0.00548042127698	-0.00282640403639	-0.0128508435465	-0.000576457193192	0.00383357982832	0.00208921184791	0.000275870167022	0.000544528784319	-0.000258494325701	7.09336242124e-05	4.86699319477e-05	-6.25746134278e-05	-7.29822856628e-05	1.24411771458e-05	-0.000265489083491	-1.77090382726e-05	-4.58603258912e-06	4.00593128325e-05	5.63672211565e-06	5.28075770986e-10	5.72363170165e-10	-2.33693375862e-10	-5.30905339204e-10	5.80339712682e-11
Even1;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;Other	-0.0877512382178	-0.0480285416565	-0.0146299877874	-0.018687840353	-0.0294931647693	0.00845810108944	-0.011760541546	-0.00447001620088	-0.00399690131589	-0.00838020771769	-4.91741367716e-05	0.00208053553732	0.000676384094898	7.20134692168e-05	-0.000380929351933	0.000130227404669	0.000135292389937	0.000173282666408	0.000522080316711	4.05002837981e-05	0.000349318942881	0.000623020075651	-1.5094562046e-05	4.78991157859e-05	-0.000190337004757	-4.47490637472e-05	5.28075770835e-10	5.72363170044e-10	-2.33693375862e-10	-5.30905339156e-10	5.80339712589e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	-0.0954725583769	-0.0463136680736	-0.0120127107303	-0.0216694595998	-0.0297051408656	0.0081080725751	-0.0111463073473	-0.00551010757315	-0.00283506569338	-0.0128782993459	-0.000566164233406	0.00380928115569	0.00207109137442	0.000312343481487	0.00053127944733	-0.000244196932622	8.8385291442e-05	9.46076701298e-05	4.95354542778e-05	1.96685962568e-05	3.33326296506e-05	-0.000181715389258	9.63176195604e-05	-0.000121306583337	0.000163761899996	5.13212986557e-05	5.28075771119e-10	5.72363170293e-10	-2.33693375867e-10	-5.30905339247e-10	5.8033971275e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	-0.0845182990833	-0.0500931974535	-0.0164761315974	-0.01717699246	-0.030940166114	0.00926832587682	-0.0129703271741	-0.00324491681273	-0.00517805390981	-0.00463170877493	0.00113490263118	0.00133674646627	0.000357853296566	-0.000810221029523	0.000344971476024	0.000288029431758	0.000149515904319	-0.0010370818337	-0.000424386835738	-6.89707944956e-05	-8.6042434949e-05	-2.67058813396e-06	0.000116259249267	0.000197618688278	2.29293951466e-05	-9.87674648595e-05	5.28075770803e-10	5.72363169888e-10	-2.33693375861e-10	-5.30905339142e-10	5.80339712604e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	-0.0954184017914	-0.0463287815832	-0.0120222065256	-0.021692041877	-0.0297979753352	0.00810369888878	-0.0111463815733	-0.00545073498082	-0.00281774237941	-0.012823387747	-0.000586750152977	0.00385787850096	0.00210733232139	0.000239396852558	0.000557778121308	-0.00027279171878	5.34819569826e-05	2.73219376598e-06	-0.000174684681134	-0.000165633167583	-8.45027535913e-06	-0.000349262777725	-0.000131735696106	0.000112134518159	-8.36432743304e-05	-4.00478544243e-05	5.28075770853e-10	5.72363170037e-10	-2.33693375858e-10	-5.30905339161e-10	5.80339712613e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];g__Alishewanella	-0.0960034108172	-0.0462318260972	-0.011708139148	-0.0219241005067	-0.0299065836585	0.00811244942102	-0.0108846027631	-0.00565882257683	-0.00275698592015	-0.0131393904594	-0.000645019590865	0.00404561666845	0.00216556283464	0.000300191972463	0.000890888188111	-0.000576795880104	-3.43831981986e-05	0.000184966823075	-0.000368243400518	-0.000147375123886	-6.48166955792e-05	-0.000813462605113	-2.5222351952e-05	1.87952634029e-05	0.000136581599029	2.08305380645e-05	5.28075771037e-10	5.72363170193e-10	-2.33693375863e-10	-5.30905339218e-10	5.80339712711e-11
Even1;k__Bacteria;p__WS2;c__;o__;f__;g__	-0.0960034108172	-0.0462318260972	-0.011708139148	-0.0219241005067	-0.0299065836585	0.00811244942102	-0.0108846027631	-0.00565882257683	-0.00275698592015	-0.0131393904594	-0.000645019590865	0.00404561666845	0.00216556283464	0.000300191972463	0.000890888188111	-0.000576795880104	-3.43831981986e-05	0.000184966823075	-0.000368243400518	-0.000147375123886	-6.48166955792e-05	-0.000813462605113	-2.5222351952e-05	1.87952634029e-05	0.000136581599029	2.08305380645e-05	5.28075771037e-10	5.72363170193e-10	-2.33693375863e-10	-5.30905339218e-10	5.80339712711e-11
Even1;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus	-0.0960034108172	-0.0462318260972	-0.011708139148	-0.0219241005067	-0.0299065836585	0.00811244942102	-0.0108846027631	-0.00565882257683	-0.00275698592015	-0.0131393904594	-0.000645019590865	0.00404561666845	0.00216556283464	0.000300191972463	0.000890888188111	-0.000576795880104	-3.43831981986e-05	0.000184966823075	-0.000368243400518	-0.000147375123886	-6.48166955792e-05	-0.000813462605113	-2.5222351952e-05	1.87952634029e-05	0.000136581599029	2.08305380645e-05	5.28075771037e-10	5.72363170193e-10	-2.33693375863e-10	-5.30905339218e-10	5.80339712711e-11
Even4;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	-0.0887938761318	-0.0485984211189	-0.0147505782358	-0.0189223513109	-0.0304055327834	0.00880358067944	-0.0122920650411	-0.00412243385097	-0.00425715870957	-0.00787765530652	0.000470626399936	0.0022773226398	0.0010238015117	-0.000358853810786	0.000346232511247	0.000139838170158	0.000148441828855	-0.000590401508527	-0.000139923302083	1.63215052457e-05	-1.32132541339e-05	3.67286188393e-05	7.60308978994e-05	6.49686810233e-05	1.45232562422e-05	6.41330450793e-06	5.28075770984e-10	5.72363170171e-10	-2.33693375866e-10	-5.30905339202e-10	5.80339712668e-11
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	-0.0943783595451	-0.0464864201324	-0.0126275513721	-0.0211737271521	-0.0293579559615	0.00809669467146	-0.0116697610514	-0.00517705401037	-0.00298083125146	-0.0123231701596	-0.000420805070232	0.00336576853732	0.00190389302218	0.000292878522177	-0.000172038829845	0.000403844090646	0.000312980270047	-0.000141235921579	0.000750561082621	0.000242574978238	0.000204561537104	0.00098125060937	0.000202565573185	-0.000261445615919	6.96793973335e-05	5.748132799e-05	5.28075771123e-10	5.72363170339e-10	-2.33693375869e-10	-5.30905339251e-10	5.80339712745e-11
Even1;k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034399e-05	-0.000105832398897	-4.70444940094e-05	-1.99872172989e-05	3.72515284467e-05	-0.000248209217929	-0.000217464815153	0.000266720822899	0.000205227140307	7.70249467229e-06	-0.000169398724117	-3.46297728182e-05	3.03345992237e-05	-2.99702630205e-06	5.28075770958e-10	5.72363170161e-10	-2.33693375846e-10	-5.3090533921e-10	5.80339712744e-11
Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034399e-05	-0.000105832398897	-4.70444940094e-05	-1.99872172989e-05	3.72515284467e-05	-0.000248209217929	-0.000217464815153	0.000266720822899	0.000205227140307	7.70249467229e-06	-0.000169398724117	-3.46297728182e-05	3.03345992237e-05	-2.99702630205e-06	5.28075770958e-10	5.72363170161e-10	-2.33693375846e-10	-5.3090533921e-10	5.80339712744e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034399e-05	-0.000105832398897	-4.70444940094e-05	-1.99872172989e-05	3.72515284467e-05	-0.000248209217929	-0.000217464815153	0.000266720822899	0.000205227140307	7.70249467229e-06	-0.000169398724117	-3.46297728182e-05	3.03345992237e-05	-2.99702630205e-06	5.28075770958e-10	5.72363170161e-10	-2.33693375846e-10	-5.3090533921e-10	5.80339712744e-11
Even3;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Smithella	-0.0954725583769	-0.0463136680736	-0.0120127107303	-0.0216694595998	-0.0297051408656	0.0081080725751	-0.0111463073473	-0.00551010757315	-0.00283506569338	-0.0128782993459	-0.000566164233406	0.00380928115569	0.00207109137442	0.000312343481487	0.00053127944733	-0.000244196932622	8.8385291442e-05	9.46076701298e-05	4.95354542778e-05	1.96685962568e-05	3.33326296506e-05	-0.000181715389258	9.63176195604e-05	-0.000121306583337	0.000163761899996	5.13212986557e-05	5.28075771119e-10	5.72363170293e-10	-2.33693375867e-10	-5.30905339247e-10	5.8033971275e-11
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salimicrobium	-0.0954184017914	-0.0463287815832	-0.0120222065256	-0.021692041877	-0.0297979753352	0.00810369888878	-0.0111463815733	-0.00545073498082	-0.00281774237941	-0.012823387747	-0.000586750152977	0.00385787850096	0.00210733232139	0.000239396852558	0.000557778121308	-0.00027279171878	5.34819569826e-05	2.73219376598e-06	-0.000174684681134	-0.000165633167583	-8.45027535913e-06	-0.000349262777725	-0.000131735696106	0.000112134518159	-8.36432743304e-05	-4.00478544243e-05	5.28075770853e-10	5.72363170037e-10	-2.33693375858e-10	-5.30905339161e-10	5.80339712613e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;Other	-0.0577695589095	-0.0568193367446	-0.0268035513003	-0.00124830347456	-0.0260972054719	0.0103674792215	-0.00951892031458	-0.00157455223756	0.000356885517173	0.0114485562593	1.84993198139e-05	-0.00370384486197	0.00169869787981	0.00215052469501	0.000389985306216	0.000487942387847	-0.000989146053888	-0.00196844321845	-0.000614613315107	-0.000793848677323	4.21840487896e-05	0.000115706476559	0.000128205176727	9.72415088379e-05	5.24531319002e-05	2.46396970256e-05	5.28075771024e-10	5.72363170222e-10	-2.33693375868e-10	-5.30905339216e-10	5.80339712683e-11
