dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU598069	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia_coronata	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia_coronata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ462754	Root;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia_auricula_judae	Root;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia_auricula_judae	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB551948	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae;Helminthosporium;Helminthosporium_asterinum	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae;Helminthosporium;Helminthosporium_velutinum	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ710190	Unassigned	Root;Basidiomycota;Agaricomycetes;Boletales;Calostomataceae;Calostoma;Calostoma_fuscum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JQ408220	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria_stricta_var_concolor	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria_stricta_var_concolor	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JQ408227	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria_myceliosa	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Phaeoclavulina;Phaeoclavulina_argentea	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ710195	Root;Basidiomycota;Agaricomycetes;Boletales;Calostomataceae;Calostoma;Calostoma_orirubrum	Root;Basidiomycota;Agaricomycetes;Boletales;Calostomataceae;Calostoma;Calostoma_orirubrum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ888720	Unassigned	Root;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces;Allomyces_javanicus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ367917	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_lakei	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU327195	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Imaia;Imaia_gigantea	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Imaia;Imaia_gigantea	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	UDB000322	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_olivacea	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF908096	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_hirculus	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_salicis_herbaceae	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY061739	Unassigned	Root;Basidiomycota;Agaricomycetes;Russulales;Gloeocystidiellaceae;Gloeocystidiellum;Gloeocystidiellum_aculeatum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ596884	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_epipterygia	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF490393	Root;Basidiomycota;Tremellomycetes;Tremellales;Exidiaceae;Sebacina;Sebacina	Root;Basidiomycota;Tremellomycetes;Tremellales;Exidiaceae;Sebacina;Sebacina_aff_epigaea_MW_526	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AJ307021	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Phloeospora;Phloeospora_mimosae_pigrae	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Phloeospora;Phloeospora_mimosae_pigrae	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819418	Unassigned	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma;Piloderma_byssinum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU086776	Unassigned	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella_esculenta	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819415	Root;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina	Root;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina;Clavulina_cristata	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY061735	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_laurocerasi	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF394004	Root;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Cookeina;Cookeina_speciosa	Root;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Cookeina;Cookeina_speciosa	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY606964	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_puellaris	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY292453	Root;Basidiomycota;Pucciniomycetes;Platygloeales;Platygloeaceae;Helicobasidium;Helicobasidium_longisporum_II	Root;Basidiomycota;Pucciniomycetes;Platygloeales;Platygloeaceae;Helicobasidium;Helicobasidium_longisporum_II	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB509535	Root;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_aff_gausapatum_254_285	Root;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_ostrea	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U35288	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Beauveria;Beauveria_vermiconia	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ389623	Root;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus	Root;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;Paxillus_involutus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF053976	Unassigned	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Porodaedalea_chrysoloma	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ780453	Root;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;Corynespora	Root;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;Corynespora;Corynespora_cassiicola	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ340313	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Hyphodontia_crustosa	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Hyphodontia_crustosa	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AM882967	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_tenebrosa	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF309613	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Phaeophleospora;Phaeophleospora_eugeniae	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Phaeophleospora;Phaeophleospora_eugeniae	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY375311	Root;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina_bullata	Root;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina_bullata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784404	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Sarcodon;Sarcodon	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Sarcodon;Sarcodon_scabrosus	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ884179	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocrea;Hypocrea_lixii	misclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU434855	Root;Ascomycota;Leotiomycetes;Helotiales;Vibrisseaceae	Root;Ascomycota;Leotiomycetes;Helotiales;Vibrisseaceae;Vibrissea;Vibrissea_truncorum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266090	Root;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Protoparmeliopsis;Lecanora_muralis	Root;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Protoparmeliopsis;Lecanora_muralis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266099	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema;Parmotrema_consors	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema;Parmotrema_reticulatum	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AM418549	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus_pulvinatum	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus_pulvinatum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ441038	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_vernicoccora	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_hemibapha	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ861982	Unassigned	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Lophodermium;Lophodermium_minor	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ455532	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Boreoplaca;Boreoplaca_ultrafrigida	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Boreoplaca;Boreoplaca_ultrafrigida	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU552138	Root;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma;Lophiostoma_cynaroidis	Root;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma;Lophiostoma_cynaroidis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF016381	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_minutissima	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ452059	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_cyanoxantha	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_cyanoxantha	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ903295	Root;Ascomycota;Lecanoromycetes;Agyriales;Agyriaceae;Sarea;Sarea_difformis	Root;Ascomycota;Lecanoromycetes;Agyriales;Agyriaceae;Sarea;Sarea_difformis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF229470	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria_porri	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FM955448	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cladorrhinum;Cladorrhinum_bulbillosum	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cladorrhinum;Cladorrhinum_bulbillosum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY348713	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia_boroniae	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia_boroniae	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ459970	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsa	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_longibrachiatum	misclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF411226	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Isaria	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Phytocordyceps;Phytocordyceps_ninchukispora	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF411225	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Isaria	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Isaria;Isaria_tenuipes	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF444304	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus_gastricus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY154932	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_tomentosum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU234052	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_obtusus	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_obtusus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF652509	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;Aspergillus_unguis	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY669529	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_cephalixus	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_percomis	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ770398	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;Clitopilus_hobsonii	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF224409	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Physcia	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Physcia;Physcia_stellaris	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY498665	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Pyxine;Pyxine_sorediata	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Pyxine;Pyxine_sorediata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF038321	Unassigned	Root;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emmonsia;Emmonsia_parva	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ572248	Root;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus	Root;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus_eryngii_var_ferulae	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FN546964	Root;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae	Root;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Ophiostoma;Ophiostoma_bragantinum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB096055	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_rubrovolvata	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF542377	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_mesophila	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_mesophila	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU486435	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Pleurotopsis;Pleurotopsis_longinqua	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Pleurotopsis;Pleurotopsis_longinqua	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF539471	Root;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Lignincola;Lignincola_laevis	Root;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Lignincola;Lignincola_laevis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU718116	Unassigned	Root;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma;Scleroderma_areolatum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ320135	Root;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia_centrifuga	Root;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia_centrifuga	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ487938	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Paecilomyces;Paecilomyces_variotii	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U21828	Root;Ascomycota;Leotiomycetes;Helotiales	Root;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Lambertella;Lambertella_subrenispora	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ537107	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_flavus	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF387653	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Phaeangium;Phaeangium_lefebvrei	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Phaeangium;Phaeangium_lefebvrei	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ240218	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria;Teratosphaeria_zuluensis	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ200929	Root;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Chondrostereum;Chondrostereum_purpureum	Root;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Chondrostereum;Chondrostereum_purpureum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU123800	Root;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia_homoeocarpa	Root;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia_homoeocarpa	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB252472	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe;Erysiphe_carpini_laxiflorae	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe;Erysiphe_carpinicola	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ253454	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inonotus;Inocutis_rheades	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ253457	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia;Fomitiporia_mediterranea	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ253451	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inocutis;Inocutis_tamaricis	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inocutis;Inocutis_tamaricis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ479544	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_populicola	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_populicola	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU833201	Unassigned	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;Capronia_semiimmersa	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF097751	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Phelloriniaceae;Dictyocephalos;Dictyocephalos_attenuatus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY216474	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Oudemansiella;Oudemansiella_canarii	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ805250	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_resinaceum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU138724	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Coccomyces;Coccomyces_dentatus	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JQ711875	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma;Piloderma_sphaerosporum	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma;Piloderma_sphaerosporum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ195752	Unassigned	Root;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera_cornea	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ603575	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Phyllosticta;Phyllosticta_vaccinii	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Phyllosticta;Phyllosticta_vaccinii	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ852595	Unassigned	Root;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;Corynespora;Corynespora_olivacea	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ205447	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria_enteroleuca	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AJ973393	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus_proliferum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ426985	Root;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Paraphoma;Paraphoma_chrysanthemicola	Root;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Paraphoma;Paraphoma_chrysanthemicola	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF345821	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Coprinaceae;Coprinus;Coprinus_sterquilinus	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ478667	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_borchii	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_dryophilum	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF394046	Unassigned	Root;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Microstoma;Microstoma_floccosum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU526005	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus_subtomentosus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY061672	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_drimeia	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU526002	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma_madidum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266100	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia;Phaeophyscia_melanchra	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia;Phaeophyscia_melanchra	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266103	Unassigned	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;Parmelia_omphalodes	misclassification	0
