,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
2160,B2-iter0,S1,gg_13_8_otus,uclust,0.76:0.9:5:full-ref,0.993607305936073,0.6085011185682326,0.7547693374956642,0.17302691391174457,1.5670428949999116e-13,0.5683633003886274,4.183224373945812e-154,,,,,,[5.0],"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2296,B2-iter4,S1,gg_13_8_otus,uclust,0.76:0.9:5:full-ref,0.9899451553930531,0.6040156162855549,0.7502597852441981,0.16968431635986606,4.02362638869611e-13,0.5422219986696731,2.0402438554389453e-138,,,,,,[5.0],"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2432,F2-iter2,S1,unite-97-rep-set,uclust,0.76:0.9:5:full-ref,0.9948630136986302,0.3157608695652174,0.4793729372937294,0.1559021134121896,1.701872830107949e-11,0.14700294181846807,2.2819277837674285e-10,,,,,,[5.0],"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2568,B2-iter1,S1,gg_13_8_otus,uclust,0.76:0.9:5:full-ref,0.9872495446265938,0.597574421168688,0.7445054945054945,0.17498338004143207,4.9013848429257133e-14,0.5250919727881198,4.405914779277827e-130,,,,,,[5.0],"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2704,F1-iter4,S1,unite-97-rep-set,uclust,0.76:0.9:5:full-ref,0.9959294436906377,0.3857067787703626,0.556060606060606,0.11341197793259303,6.90246067905122e-07,0.11314105521249182,7.339690005623528e-07,,,,,,[5.0],"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
121,F1-iter2,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.310580204778157,0.19956140350877194,0.24299065420560745,-0.5419131936489191,7.993397524503086e-201,-0.6691644353837249,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
257,B1-iter0,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8420441347270615,0.8141493542953397,0.827861832714816,0.09045017667923233,4.056808479800777e-05,0.24052713363368508,2.088881677283608e-28,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
393,B1-iter3,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8438050499119202,0.8086662915025323,0.8258620689655173,0.09599957406788162,1.3831166789682e-05,0.23667878367707476,2.0907662913504395e-27,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
529,F2-iter4,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.2794476035743298,0.18504572350726198,0.22265372168284792,-0.5480290534932236,4.2865091925264234e-215,-0.6964147066033426,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
665,B2-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8223165554881746,0.7643742953776775,0.7922874671340928,0.10247770267666988,3.033315490691419e-06,0.22991786102876913,3.355483807335928e-26,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
801,B1-iter4,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8524305555555556,0.8106769400110072,0.8310296191819464,0.0912188510900518,3.205157711629928e-05,0.2564311916570066,1.8112212054963817e-32,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
937,F1-iter1,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.30756578947368424,0.192090395480226,0.23648435030034778,-0.579363428845188,8.227978452086859e-250,-0.6745147830644547,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1073,B1-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8513119533527697,0.817011751538892,0.8338092518560823,0.0903646108927628,4.3266069233714236e-05,0.24693495453749564,9.573888548784704e-30,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1209,F2-iter0,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.2782608695652174,0.18410041841004185,0.22159269751337743,-0.5830954969914186,4.970962682807079e-257,-0.7050100066899286,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1345,F2-iter3,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.26226870474658087,0.17470525187566988,0.20971373431971696,-0.5322352045862839,2.0970423448676046e-203,-0.6986495975960576,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1481,F2-iter1,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.2743431221020093,0.18261316872427982,0.2192711550339716,-0.5588507161466492,1.5309135126907293e-236,-0.6906888738187891,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1617,B2-iter3,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8284343131373725,0.7806670435274167,0.8038416763678696,0.09787116172764454,8.802256619001856e-06,0.2222159246915531,2.085019846645764e-24,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1753,F1-iter3,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.3294987674609696,0.21216931216931217,0.25812681042806573,-0.46284985203961165,9.105852143594772e-144,-0.6347094861082244,4.383904385374973e-305,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1889,B1-iter1,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8552168815943728,0.8201236649803261,0.8373027259684362,0.09483872276200045,1.9045048280141154e-05,0.25817063790607647,3.2961748567076916e-32,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2025,F1-iter0,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.2995983935742972,0.19286452947259566,0.2346649889902485,-0.5342668928070173,6.474088765797251e-207,-0.6765373257657455,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2161,B2-iter0,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8235995232419547,0.772930648769575,0.7974610502019619,0.09770147800608922,7.889067123581755e-06,0.22727933187707794,8.014850341413559e-26,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2297,B2-iter4,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8214709371293001,0.7724484104852203,0.7962058062661684,0.09766253302777092,7.566424194300634e-06,0.229647145775679,1.839623650358366e-26,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2433,F2-iter2,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.27967479674796747,0.18695652173913044,0.2241042345276873,-0.5262734863719692,4.3517218646330014e-194,-0.7005754544163678,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2569,B2-iter1,S1,gg_13_8_otus,uclust,1.0:0.9:1:partial-ref,0.8148367952522255,0.756890848952591,0.7847956559016862,0.1042561298943807,1.4543625422972381e-06,0.23322226880944535,1.180273704169132e-27,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2705,F1-iter4,S1,unite-97-rep-set,uclust,1.0:0.9:1:partial-ref,0.3109807208717519,0.1949553336836574,0.23966408268733852,-0.4919190717277863,4.7184381418198994e-166,-0.6647034098500482,0.0,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
122,F1-iter2,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.35635964912280704,0.5254648342764754,0.10705800200535696,4.598741646173539e-06,0.10509208327156196,6.86963865597407e-06,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
258,B1-iter0,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.6170690623245367,0.7631944444444444,0.16593111456625784,1.833521974946478e-12,0.5309676899803908,4.104302069937899e-130,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
394,B1-iter3,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.6077658975801913,0.7560378018900945,0.18309649639654135,7.324306142981804e-15,0.5719899801554346,6.080403858404167e-155,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
530,F2-iter4,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.3087681549220011,0.47184545828195645,0.17227917607467794,7.489088223622128e-14,0.15369729345159408,2.701367222214366e-11,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
666,B2-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.5118376550169109,0.6771066368381805,0.1969377366818926,5.710292378308207e-17,0.5395948433585995,1.346780124195863e-134,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
802,B1-iter4,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.6070445789763346,0.7554794520547945,0.16581996733015822,1.137794089079644e-12,0.5406087127585391,1.9981987690272206e-138,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
938,F1-iter1,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,0.9985994397759104,0.3662044170518747,0.5358887636226983,0.07463259530255947,0.0009790480816508856,0.04908772574420951,0.030276146562861473,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1074,B1-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.6200335758254057,0.7654576856649395,0.16368962859402192,3.359443008467489e-12,0.5452005332930311,6.489506935755799e-139,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1210,F2-iter0,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.29602510460251047,0.4568200161420501,0.11180541026176048,9.533714528594341e-07,0.09478039090510663,3.309612586903316e-05,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1346,F2-iter3,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.3135048231511254,0.47735618115055073,0.15582851100579062,1.3036529638012798e-11,0.14373606252088314,4.4532634161045043e-10,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1482,F2-iter1,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.30606995884773663,0.46868846002363135,0.1543571969955792,7.787566440327556e-12,0.1435708299203132,2.030011102625428e-10,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1618,B2-iter3,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,0.9989010989010989,0.5138496325607688,0.6786114221724524,0.20211966839828194,8.988688118964221e-18,0.5754943828215937,1.2107875069055728e-156,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1754,F1-iter3,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.35185185185185186,0.5205479452054794,0.1266977813157015,3.262791424292491e-08,0.11680368348446314,3.5427392611986454e-07,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1890,B1-iter1,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.6335019673974143,0.7756366139022711,0.17010819545034409,5.103556203170832e-13,0.536703607510637,2.8032511230562266e-133,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2026,F1-iter0,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.33867631851085833,0.5059868675164156,0.11375526111690092,5.284082268402083e-07,0.10190150053377513,7.117486574119138e-06,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2162,B2-iter0,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.5022371364653244,0.6686522710349964,0.20173726343984758,7.108250914786002e-18,0.5855336716385406,4.814157056992715e-165,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2298,B2-iter4,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,1.0,0.4913552704963748,0.6589379207180254,0.2002814239827202,1.1125692865042744e-17,0.5629633981062959,1.946201565859163e-150,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2434,F2-iter2,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.29782608695652174,0.45896147403685095,0.1303003517791971,2.0303681814619814e-08,0.10278574537343242,9.974475473507795e-06,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2570,B2-iter1,S1,gg_13_8_otus,uclust,1.0:0.9:5:full-ref,0.997737556561086,0.4862183020948181,0.653817642698295,0.20582205207691956,8.001484710135773e-19,0.5474595983462618,1.5834290939449616e-142,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2706,F1-iter4,S1,unite-97-rep-set,uclust,1.0:0.9:5:full-ref,1.0,0.3699421965317919,0.540084388185654,0.09162184875137638,6.263680485032521e-05,0.07901152874531953,0.0005608353697403166,,,,,,[5.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
123,F1-iter2,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9808917197452229,0.9287280701754386,0.9540974373415939,0.01611951387349285,0.48754779829314243,0.006813293160051544,0.7692084565432673,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
259,B1-iter0,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9870786516853932,0.9865244244806288,0.9868014602639708,0.027018813372650705,0.2513824030016576,0.1077177853956115,4.532711921419053e-06,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
395,B1-iter3,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9865244244806288,0.9887450759707372,0.9876335019673974,0.02601104975921531,0.26990465594894203,0.10102434517064464,1.744521389682506e-05,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
531,F2-iter4,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9463776383342841,0.8924152770306616,0.9186046511627907,0.0034129945540184296,0.8801859292539524,-0.020842499575169232,0.35726041904990247,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
667,B2-iter2,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9605339524085896,0.9329199549041713,0.946525593365742,0.05907950545558152,0.011209487874751607,0.1975180740977398,1.1700100377104546e-17,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
803,B1-iter4,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.02582627743817415,0.26818337948016574,0.10724148944777596,4.020453659706446e-06,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
939,F1-iter1,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9821910415542364,0.9347714432460195,0.9578947368421052,0.031238744588350253,0.16468146643524792,0.028217801715426483,0.20945338641452113,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1075,B1-iter2,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9910263600673023,0.9888080581980974,0.9899159663865547,0.024887185643154352,0.2908841120853149,0.10529376553173292,7.453272517923521e-06,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1211,F2-iter0,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9542699724517907,0.9058577405857741,0.9294338610142205,0.006059948998093511,0.7867732889846288,-0.0090845039601467,0.6850973286121558,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1347,F2-iter3,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9485875706214689,0.8997856377277599,0.9235423542354236,0.02283622611424144,0.31263184700107804,0.009854078013856038,0.6630858355373636,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1483,F2-iter1,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9498111171073934,0.9053497942386831,0.9270476692125362,0.005795046601121469,0.7937915525613446,-0.011168787938813913,0.6144098515951218,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1619,B2-iter3,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9580130100532229,0.9157716223855286,0.9364161849710984,0.06746835098841934,0.003786724864074426,0.23171509770056217,7.492298079433595e-24,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1755,F1-iter3,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9810161920714685,0.9296296296296296,0.9546318935071992,0.03201973164105135,0.16033603298021407,0.026752158334305286,0.24084048920671977,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1891,B1-iter1,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9842342342342343,0.9825744800449691,0.9834036568213784,0.032714373373756926,0.16451088468207906,0.13242164716665156,1.603625073987506e-08,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2027,F1-iter0,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.984332793084819,0.9420889348500517,0.9627476882430648,0.02420501000008957,0.2837671061096574,0.020367649186091127,0.3670978553662363,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2163,B2-iter0,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.96,0.9261744966442953,0.9427839453458582,0.06225435324132834,0.00728518809862085,0.22835877857114628,2.1473187053531032e-23,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2299,B2-iter4,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9586206896551724,0.9302844394868934,0.9442400226436457,0.05873021729613975,0.011187349636315222,0.20195722824955262,1.2888250669951261e-18,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2435,F2-iter2,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.9466817923993194,0.9070652173913043,0.9264501804052179,0.0068005272799294405,0.7650325961639624,-0.016691941846262527,0.46316665128392254,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2571,B2-iter1,S1,gg_13_8_otus,uclust,1.0:0.8:1:full-ref,0.9576174112256587,0.9217199558985667,0.9393258426966293,0.06533053146298033,0.004513631214747412,0.22924331895156025,6.184051124147112e-24,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2707,F1-iter4,S1,unite-97-rep-set,uclust,1.0:0.8:1:full-ref,0.978021978021978,0.9353652128218602,0.9562181036798281,0.017504477333054227,0.4406176176143314,0.0073268513536658844,0.7468768206069405,,,,,,[1.0],"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
124,F1-iter2,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.879284649776453,0.32346491228070173,0.4729458917835671,0.03697624338605529,0.10666439889948144,-0.02424647522172096,0.29017857753639525,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
260,B1-iter0,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9652956298200515,0.8433464345873105,0.9002097692538208,0.09715672280914214,3.0604290694170856e-05,0.3747631957218275,2.856206762143999e-62,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
396,B1-iter3,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9713541666666666,0.8396173325830051,0.9006942348324781,0.1033907713358192,9.832022649240642e-06,0.37636371916191413,2.306038828798044e-62,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
532,F2-iter4,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8852459016393442,0.31952662721893493,0.46956521739130436,0.05485092912489799,0.015791488610368817,-0.02737660139438351,0.2285825668381226,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
668,B2-iter2,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9554006968641114,0.7728297632468997,0.8544717980679339,0.11844239560686835,3.5368914161037887e-07,0.39686199736556904,2.205412313116429e-70,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
804,B1-iter4,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9668367346938775,0.8343423225096313,0.8957163958641062,0.09872384404554488,1.9061002334342273e-05,0.38677560756321167,9.617271732119908e-68,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
940,F1-iter1,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8547120418848168,0.33538777606574216,0.4817410549612689,-0.014681109889792224,0.5056396365382707,-0.07112763270499743,0.0012429002146598788,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1076,B1-iter2,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9653846153846154,0.842753217683268,0.8999103674932775,0.0964663579058512,3.384359844043111e-05,0.36935135763713434,1.3511123498707729e-60,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1212,F2-iter0,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8641791044776119,0.30282426778242677,0.4484895429899303,0.013492713135388999,0.5461658889419319,-0.058320714455713685,0.009034920645274181,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1348,F2-iter3,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8747993579454254,0.2920685959271168,0.43792687826436316,0.09011225396263141,6.93036791940299e-05,0.028851896743053575,0.20353300255053602,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1484,F2-iter1,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8723404255319149,0.2952674897119342,0.4411990776325903,0.06362970581584504,0.0041491313772965156,-0.0015489251166923203,0.9444242612354274,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1620,B2-iter3,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9576976421636616,0.7806670435274167,0.8601681719090626,0.11702411059709204,5.168443828964251e-07,0.3951992920210661,1.836400326618213e-69,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1756,F1-iter3,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8847858197932054,0.31693121693121695,0.4666926373198286,0.09099352566210289,5.288615954569621e-05,0.025653592657799873,0.25532407638255145,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1892,B1-iter1,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9723294723294723,0.849353569421023,0.9066906690669068,0.09974320752976523,1.9968201943377903e-05,0.3701399316396192,2.9524309344544537e-60,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2028,F1-iter0,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8890429958391124,0.3314374353671148,0.48286252354048964,0.0682901495503245,0.0021667051776460135,0.014438808837621333,0.5172367611002393,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2164,B2-iter0,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9553072625698324,0.7651006711409396,0.8496894409937888,0.11988467569959295,2.286327997094513e-07,0.420503892400095,2.9814019497059395e-80,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2300,B2-iter4,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.960111966410077,0.7651979921918572,0.8516449410304159,0.11940614655769534,2.59351462843817e-07,0.42221102005446914,7.169498390856929e-81,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2436,F2-iter2,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8854003139717426,0.3065217391304348,0.45538958417440456,0.07856136118064676,0.0005834879355848348,0.008957977954255607,0.6953874047776643,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2572,B2-iter1,S1,gg_13_8_otus,uclust,0.51:0.8:3:full-ref,0.9582463465553236,0.75909592061742,0.8471239618578899,0.12465252602848727,6.173570955719695e-08,0.42056786861282575,3.2783179832341164e-81,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2708,F1-iter4,S1,unite-97-rep-set,uclust,0.51:0.8:3:full-ref,0.8783422459893048,0.34524435102469786,0.4956620143342135,0.048750822572454076,0.02949104524404795,-0.02329000502004165,0.2985787562748737,,,,,,[3.0],"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
125,F1-iter2,S1,unite-97-rep-set,uclust,1.0:0.9:3:full-ref,1.0,0.3821271929824561,0.552955176517255,0.12404181037214862,1.069382109903978e-07,0.13420169468801205,8.734029163767405e-09,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
261,B1-iter0,S1,gg_13_8_otus,uclust,1.0:0.9:3:full-ref,1.0,0.7288040426726559,0.8431308866515103,0.13682702966283958,6.727386564095472e-09,0.49737183672976226,6.225151077901804e-112,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
397,B1-iter3,S1,gg_13_8_otus,uclust,1.0:0.9:3:full-ref,1.0,0.7180641530669668,0.8358991156239765,0.14742855486720766,4.2501783568742687e-10,0.5076668424475201,4.976984213917049e-117,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
533,F2-iter4,S1,unite-97-rep-set,uclust,1.0:0.9:3:full-ref,1.0,0.3329747175901022,0.4995964487489912,0.1819083291029109,2.7022659842368646e-15,0.17476746634323234,3.2312775586111046e-14,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
669,B2-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:3:full-ref,0.9964221824686941,0.6279594137542277,0.7704011065006915,0.16487185088092693,2.651190315128032e-12,0.5186736462012775,5.110234045587593e-123,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
805,B1-iter4,S1,gg_13_8_otus,uclust,1.0:0.9:3:full-ref,1.0,0.7182168409466153,0.8360025624599615,0.13779666963168033,3.6821777189225546e-09,0.5038889388552026,1.3507508660076076e-117,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
941,F1-iter1,S1,unite-97-rep-set,uclust,1.0:0.9:3:full-ref,0.9986910994764397,0.39188495120698513,0.5628919218000739,0.10605753760868748,2.716031601017855e-06,0.08784934472011796,0.00010345134932679955,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1077,B1-iter2,S1,gg_13_8_otus,uclust,1.0:0.9:3:full-ref,0.9992242048099301,0.7207610520425294,0.8374512353706112,0.13742503029915082,5.391286012065825e-09,0.49673424754989487,4.879189571369515e-112,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1213,F2-iter0,S1,unite-97-rep-set,uclust,1.0:0.9:3:full-ref,1.0,0.32112970711297073,0.48614410134600156,0.1490203974000019,5.813226022801591e-11,0.1412617126831433,5.505869537215892e-10,,,,,,[3.0],"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
