,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list,Precision,Recall,F-measure
848,F1-REF,6,2,blast,1e-10,0.0,0.0,0.0,1.0,"[25, 196, 70, 50, 19, 4, 2, 0]","[0, 0.42521994134897362, 0.21994134897360704, 0.07331378299120235, 0.017595307917888565, 0.0058651026392961877, 0.0]","[0, 0.39617486338797814, 0.20491803278688525, 0.068306010928961755, 0.016393442622950821, 0.0054644808743169399, 0.0]","[0, 0.41018387553041025, 0.21216407355021216, 0.070721357850070721, 0.016973125884016976, 0.005657708628005657, 0.0]"
849,F1-REF,6,2,blast+,0.001:1:0.51:0.8,0.00273224043715847,0.0,0.04918032786885246,0.9480874316939891,"[18, 197, 74, 54, 20, 2, 0, 1]","[0, 0.43390804597701149, 0.22126436781609196, 0.066091954022988508, 0.0086206896551724137, 0.0028735632183908046, 0.0028735632183908046]","[0, 0.41256830601092898, 0.2103825136612022, 0.062841530054644809, 0.0081967213114754103, 0.0027322404371584699, 0.0027322404371584699]","[0, 0.42296918767507002, 0.21568627450980393, 0.064425770308123242, 0.0084033613445378165, 0.0028011204481792717, 0.0028011204481792717]"
850,F1-REF,6,2,blast+,0.001:1:0.51:0.97,0.0,0.0,0.4262295081967213,0.5737704918032787,"[156, 124, 49, 31, 6, 0, 0, 0]","[0, 0.40952380952380951, 0.1761904761904762, 0.028571428571428571, 0.0, 0.0, 0.0]","[0, 0.23497267759562843, 0.10109289617486339, 0.016393442622950821, 0.0, 0.0, 0.0]","[0, 0.2986111111111111, 0.12847222222222221, 0.020833333333333332, 0.0, 0.0, 0.0]"
851,F1-REF,6,2,blast+,0.001:1:0.51:0.99,0.0,0.0,0.726775956284153,0.273224043715847,"[266, 57, 14, 19, 9, 1, 0, 0]","[0, 0.42999999999999999, 0.28999999999999998, 0.10000000000000001, 0.01, 0.0, 0.0]","[0, 0.11748633879781421, 0.079234972677595633, 0.027322404371584699, 0.0027322404371584699, 0.0, 0.0]","[0, 0.184549356223176, 0.12446351931330471, 0.042918454935622317, 0.0042918454935622317, 0.0, 0.0]"
852,F1-REF,6,2,blast+,0.001:1:0.75:0.8,0.0,0.0,0.04918032786885246,0.9508196721311475,"[18, 203, 75, 49, 17, 2, 2, 0]","[0, 0.41666666666666669, 0.20114942528735633, 0.060344827586206899, 0.011494252873563218, 0.0057471264367816091, 0.0]","[0, 0.39617486338797814, 0.19125683060109289, 0.05737704918032787, 0.01092896174863388, 0.0054644808743169399, 0.0]","[0, 0.4061624649859944, 0.19607843137254899, 0.058823529411764705, 0.011204481792717087, 0.0056022408963585435, 0.0]"
853,F1-REF,6,2,blast+,0.001:1:0.75:0.97,0.0,0.0,0.4262295081967213,0.5737704918032787,"[156, 125, 43, 31, 9, 1, 1, 0]","[0, 0.40476190476190477, 0.20000000000000001, 0.052380952380952382, 0.0095238095238095247, 0.0047619047619047623, 0.0]","[0, 0.23224043715846995, 0.11475409836065574, 0.030054644808743168, 0.0054644808743169399, 0.0027322404371584699, 0.0]","[0, 0.29513888888888884, 0.14583333333333334, 0.038194444444444448, 0.0069444444444444449, 0.0034722222222222225, 0.0]"
854,F1-REF,6,2,blast+,0.001:1:0.75:0.99,0.0,0.0,0.726775956284153,0.273224043715847,"[266, 56, 16, 18, 9, 1, 0, 0]","[0, 0.44, 0.28000000000000003, 0.10000000000000001, 0.01, 0.0, 0.0]","[0, 0.12021857923497267, 0.07650273224043716, 0.027322404371584699, 0.0027322404371584699, 0.0, 0.0]","[0, 0.18884120171673821, 0.1201716738197425, 0.042918454935622317, 0.0042918454935622317, 0.0, 0.0]"
855,F1-REF,6,2,blast+,0.001:1:0.99:0.8,0.0,0.0,0.04918032786885246,0.9508196721311475,"[18, 199, 70, 58, 18, 3, 0, 0]","[0, 0.42816091954022989, 0.22701149425287356, 0.060344827586206899, 0.0086206896551724137, 0.0, 0.0]","[0, 0.40710382513661203, 0.21584699453551912, 0.05737704918032787, 0.0081967213114754103, 0.0, 0.0]","[0, 0.41736694677871145, 0.22128851540616246, 0.058823529411764705, 0.0084033613445378165, 0.0, 0.0]"
856,F1-REF,6,2,blast+,0.001:1:0.99:0.97,0.0,0.0,0.4262295081967213,0.5737704918032787,"[156, 138, 43, 22, 5, 2, 0, 0]","[0, 0.34285714285714286, 0.1380952380952381, 0.033333333333333333, 0.0095238095238095247, 0.0, 0.0]","[0, 0.19672131147540983, 0.079234972677595633, 0.01912568306010929, 0.0054644808743169399, 0.0, 0.0]","[0, 0.25, 0.10069444444444445, 0.024305555555555556, 0.0069444444444444449, 0.0, 0.0]"
857,F1-REF,6,2,blast+,0.001:1:0.99:0.99,0.0,0.0,0.726775956284153,0.273224043715847,"[266, 61, 17, 13, 8, 0, 1, 0]","[0, 0.39000000000000001, 0.22, 0.089999999999999997, 0.01, 0.01, 0.0]","[0, 0.10655737704918032, 0.060109289617486336, 0.024590163934426229, 0.0027322404371584699, 0.0027322404371584699, 0.0]","[0, 0.16738197424892703, 0.094420600858369105, 0.038626609442060082, 0.0042918454935622317, 0.0042918454935622317, 0.0]"
858,F1-REF,6,2,blast+,0.001:10:0.51:0.8,0.0,0.0,0.10382513661202186,0.8961748633879781,"[18, 184, 82, 64, 11, 5, 2, 0]","[0, 0.47262247838616717, 0.24848484848484848, 0.058252427184466021, 0.025547445255474453, 0.01, 0.0]","[0, 0.44808743169398907, 0.22404371584699453, 0.049180327868852458, 0.01912568306010929, 0.0054644808743169399, 0.0]","[0, 0.46002805049088363, 0.23563218390804597, 0.053333333333333337, 0.021875000000000002, 0.0070671378091872791, 0.0]"
859,F1-REF,6,2,blast+,0.001:10:0.51:0.97,0.0,0.0,0.4098360655737705,0.5901639344262295,"[135, 132, 45, 40, 11, 1, 2, 0]","[0, 0.42857142857142855, 0.24434389140271492, 0.070707070707070704, 0.016666666666666666, 0.013333333333333334, 0.0]","[0, 0.27049180327868855, 0.14754098360655737, 0.03825136612021858, 0.0081967213114754103, 0.0054644808743169399, 0.0]","[0, 0.33165829145728642, 0.18398637137989779, 0.049645390070921981, 0.01098901098901099, 0.0077519379844961231, 0.0]"
860,F1-REF,6,2,blast+,0.001:10:0.51:0.99,0.0,0.0,0.6885245901639344,0.3114754098360656,"[240, 75, 26, 16, 6, 3, 0, 0]","[0, 0.41129032258064518, 0.21367521367521367, 0.084112149532710276, 0.030303030303030304, 0.0, 0.0]","[0, 0.13934426229508196, 0.068306010928961755, 0.024590163934426229, 0.0081967213114754103, 0.0, 0.0]","[0, 0.20816326530612245, 0.10351966873706005, 0.038054968287526428, 0.012903225806451611, 0.0, 0.0]"
861,F1-REF,6,2,blast+,0.001:10:0.75:0.8,0.0,0.0,0.16120218579234974,0.8387978142076503,"[18, 206, 68, 54, 17, 3, 0, 0]","[0, 0.41279069767441862, 0.23717948717948717, 0.071684587813620068, 0.012448132780082987, 0.0, 0.0]","[0, 0.38797814207650272, 0.20218579234972678, 0.054644808743169397, 0.0081967213114754103, 0.0, 0.0]","[0, 0.39999999999999997, 0.21828908554572271, 0.062015503875968991, 0.0098846787479406929, 0.0, 0.0]"
862,F1-REF,6,2,blast+,0.001:10:0.75:0.97,0.0,0.0,0.42896174863387976,0.5710382513661202,"[135, 136, 57, 29, 8, 0, 1, 0]","[0, 0.41666666666666669, 0.18357487922705315, 0.051428571428571428, 0.0061728395061728392, 0.0074074074074074077, 0.0]","[0, 0.25956284153005466, 0.10382513661202186, 0.024590163934426229, 0.0027322404371584699, 0.0027322404371584699, 0.0]","[0, 0.31986531986531991, 0.1326352530541012, 0.033271719038817003, 0.0037878787878787876, 0.0039920159680638728, 0.0]"
863,F1-REF,6,2,blast+,0.001:10:0.75:0.99,0.0,0.0,0.6912568306010929,0.3087431693989071,"[240, 65, 31, 26, 4, 0, 0, 0]","[0, 0.49593495934959347, 0.27272727272727271, 0.041237113402061855, 0.0, 0.0, 0.0]","[0, 0.16666666666666666, 0.081967213114754092, 0.01092896174863388, 0.0, 0.0, 0.0]","[0, 0.2494887525562372, 0.12605042016806722, 0.017278617710583154, 0.0, 0.0, 0.0]"
864,F1-REF,6,2,blast+,0.001:10:0.99:0.8,0.0,0.0,0.20491803278688525,0.7950819672131147,"[18, 195, 78, 51, 19, 2, 3, 0]","[0, 0.45400593471810091, 0.2640845070422535, 0.099173553719008267, 0.025380710659898477, 0.022058823529411766, 0.0]","[0, 0.41803278688524592, 0.20491803278688525, 0.065573770491803282, 0.013661202185792349, 0.0081967213114754103, 0.0]","[0, 0.43527738264580368, 0.23076923076923078, 0.078947368421052627, 0.017761989342806393, 0.011952191235059762, 0.0]"
865,F1-REF,6,2,blast+,0.001:10:0.99:0.97,0.0,0.0,0.4781420765027322,0.5218579234972678,"[135, 135, 52, 36, 5, 2, 1, 0]","[0, 0.42666666666666669, 0.23157894736842105, 0.050000000000000003, 0.020270270270270271, 0.008130081300813009, 0.0]","[0, 0.26229508196721313, 0.12021857923497267, 0.02185792349726776, 0.0081967213114754103, 0.0027322404371584699, 0.0]","[0, 0.32487309644670054, 0.15827338129496402, 0.030418250950570342, 0.011673151750972763, 0.0040899795501022499, 0.0]"
866,F1-REF,6,2,blast+,0.001:10:0.99:0.99,0.0,0.0,0.7185792349726776,0.2814207650273224,"[240, 77, 24, 16, 7, 1, 1, 0]","[0, 0.4049586776859504, 0.23809523809523808, 0.10000000000000001, 0.024390243902439025, 0.013698630136986301, 0.0]","[0, 0.13387978142076504, 0.068306010928961755, 0.024590163934426229, 0.0054644808743169399, 0.0027322404371584699, 0.0]","[0, 0.20123203285420943, 0.10615711252653927, 0.039473684210526321, 0.0089285714285714281, 0.0045558086560364463, 0.0]"
867,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.0",0.43989071038251365,0.0,0.0,0.5601092896174863,"[0, 2, 13, 6, 15, 29, 140, 161]","[0, 0.99453551912568305, 0.95901639344262291, 0.94262295081967218, 0.90163934426229508, 0.82240437158469948, 0.43989071038251365]","[0, 0.99453551912568305, 0.95901639344262291, 0.94262295081967218, 0.90163934426229508, 0.82240437158469948, 0.43989071038251365]","[0, 0.99453551912568305, 0.95901639344262291, 0.94262295081967218, 0.90163934426229519, 0.82240437158469948, 0.43989071038251365]"
868,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.1",0.4371584699453552,0.0,0.03825136612021858,0.5245901639344263,"[0, 3, 14, 8, 14, 29, 138, 160]","[0, 0.9945205479452055, 0.96408839779005528, 0.9551820728291317, 0.92372881355932202, 0.84900284900284906, 0.46242774566473988]","[0, 0.99180327868852458, 0.95355191256830596, 0.93169398907103829, 0.89344262295081966, 0.81420765027322406, 0.43715846994535518]","[0, 0.99316005471956237, 0.95879120879120872, 0.94329183955739981, 0.90833333333333333, 0.83124128312412837, 0.44943820224719094]"
869,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.2",0.4371584699453552,0.0,0.060109289617486336,0.5027322404371585,"[0, 3, 15, 11, 15, 27, 135, 160]","[0, 0.9945205479452055, 0.97206703910614523, 0.95738636363636365, 0.93063583815028905, 0.85755813953488369, 0.471976401179941]","[0, 0.99180327868852458, 0.95081967213114749, 0.92076502732240439, 0.8797814207650273, 0.80601092896174864, 0.43715846994535518]","[0, 0.99316005471956237, 0.96132596685082872, 0.93871866295264628, 0.9044943820224719, 0.83098591549295786, 0.45390070921985809]"
870,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.3",0.4344262295081967,0.0,0.08743169398907104,0.4781420765027322,"[0, 3, 18, 12, 14, 27, 133, 159]","[0, 0.9945205479452055, 0.971830985915493, 0.95965417867435154, 0.93274853801169588, 0.86646884272997038, 0.48623853211009177]","[0, 0.99180327868852458, 0.94262295081967218, 0.9098360655737705, 0.87158469945355188, 0.79781420765027322, 0.4344262295081967]","[0, 0.99316005471956237, 0.95700416088765605, 0.93408134642356244, 0.90112994350282494, 0.83072546230440958, 0.45887445887445888]"
871,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.4",0.4344262295081967,0.0,0.11202185792349727,0.453551912568306,"[0, 4, 18, 14, 14, 25, 132, 159]","[0, 0.99450549450549453, 0.97727272727272729, 0.967741935483871, 0.94894894894894899, 0.88181818181818183, 0.50316455696202533]","[0, 0.98907103825136611, 0.93989071038251371, 0.90163934426229508, 0.86338797814207646, 0.79508196721311475, 0.4344262295081967]","[0, 0.99178082191780814, 0.95821727019498615, 0.93352192362093356, 0.90414878397711007, 0.83620689655172409, 0.46627565982404695]"
872,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.5",0.43169398907103823,0.0,0.16393442622950818,0.40437158469945356,"[0, 5, 18, 14, 17, 25, 129, 158]","[0, 0.99449035812672182, 0.98280802292263614, 0.97337278106508873, 0.95121951219512191, 0.89408099688473519, 0.52842809364548493]","[0, 0.98633879781420764, 0.93715846994535523, 0.89890710382513661, 0.85245901639344257, 0.78415300546448086, 0.43169398907103823]","[0, 0.99039780521262011, 0.9594405594405595, 0.93465909090909083, 0.89913544668587886, 0.83551673944687044, 0.47518796992481205]"
873,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.6",0.4262295081967213,0.0,0.1994535519125683,0.3743169398907104,"[0, 10, 14, 17, 14, 26, 129, 156]","[0, 0.994413407821229, 0.99130434782608701, 0.97597597597597596, 0.95987654320987659, 0.90476190476190477, 0.55516014234875444]","[0, 0.97267759562841527, 0.93442622950819676, 0.88797814207650272, 0.84972677595628421, 0.77868852459016391, 0.42622950819672129]","[0, 0.98342541436464082, 0.96202531645569622, 0.92989985693848354, 0.901449275362319, 0.83700440528634368, 0.48222565687789792]"
874,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.7",0.4207650273224044,0.0,0.24316939890710382,0.3360655737704918,"[0, 11, 15, 17, 15, 26, 128, 154]","[0, 0.9971910112359551, 0.99125364431486884, 0.97878787878787876, 0.96551724137931039, 0.91262135922330101, 0.57462686567164178]","[0, 0.9699453551912568, 0.92896174863387981, 0.88251366120218577, 0.84153005464480879, 0.77049180327868849, 0.42076502732240439]","[0, 0.9833795013850416, 0.95909732016925253, 0.92816091954022983, 0.89927007299270079, 0.8355555555555555, 0.48580441640378552]"
875,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.8",0.41530054644808745,0.0,0.28415300546448086,0.3005464480874317,"[0, 19, 12, 19, 15, 25, 124, 152]","[0, 0.99712643678160917, 0.99112426035502954, 0.98442367601246106, 0.97096774193548385, 0.92307692307692313, 0.60079051383399207]","[0, 0.94808743169398912, 0.91530054644808745, 0.86338797814207646, 0.82240437158469948, 0.75409836065573765, 0.41530054644808745]","[0, 0.97198879551820716, 0.95170454545454541, 0.91994177583697223, 0.89053254437869822, 0.83007518796992474, 0.49111470113085615]"
876,F1-REF,6,2,naive-bayes,"0.001:[10,10]:0.9",0.39617486338797814,0.0,0.36065573770491804,0.24316939890710382,"[0, 23, 18, 19, 13, 23, 125, 145]","[0, 1.0, 0.99085365853658536, 0.98709677419354835, 0.97666666666666668, 0.9375, 0.63318777292576423]","[0, 0.93715846994535523, 0.88797814207650272, 0.83606557377049184, 0.80054644808743169, 0.73770491803278693, 0.39617486338797814]","[0, 0.96755994358251063, 0.93659942363112381, 0.90532544378698232, 0.87987987987987992, 0.82568807339449546, 0.48739495798319327]"
877,F1-REF,6,2,naive-bayes,"0.001:[10,10]:1.0",0.04918032786885246,0.0,0.9508196721311475,0.0,"[218, 106, 2, 3, 1, 9, 9, 18]","[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0.11475409836065574, 0.10928961748633879, 0.10109289617486339, 0.098360655737704916, 0.073770491803278687, 0.049180327868852458]","[0, 0.20588235294117649, 0.19704433497536947, 0.18362282878411912, 0.17910447761194029, 0.13740458015267176, 0.09375]"
878,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.0",0.4426229508196721,0.0,0.0,0.5573770491803278,"[0, 1, 10, 8, 16, 29, 140, 162]","[0, 0.99726775956284153, 0.9699453551912568, 0.94808743169398912, 0.90437158469945356, 0.82513661202185795, 0.44262295081967212]","[0, 0.99726775956284153, 0.9699453551912568, 0.94808743169398912, 0.90437158469945356, 0.82513661202185795, 0.44262295081967212]","[0, 0.99726775956284153, 0.9699453551912568, 0.94808743169398912, 0.90437158469945356, 0.82513661202185784, 0.44262295081967212]"
879,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.1",0.43989071038251365,0.0,0.0273224043715847,0.5327868852459017,"[0, 2, 10, 10, 15, 28, 140, 161]","[0, 0.99726027397260275, 0.97252747252747251, 0.95290858725761773, 0.91899441340782118, 0.84788732394366195, 0.45738636363636365]","[0, 0.99453551912568305, 0.96721311475409832, 0.93989071038251371, 0.89890710382513661, 0.82240437158469948, 0.43989071038251365]","[0, 0.99589603283173722, 0.96986301369863004, 0.94635488308115556, 0.90883977900552482, 0.83495145631067968, 0.4484679665738161]"
880,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.2",0.43989071038251365,0.0,0.04918032786885246,0.5109289617486339,"[0, 2, 13, 10, 19, 25, 136, 161]","[0, 0.99726027397260275, 0.97229916897506929, 0.96056338028169019, 0.9279538904899135, 0.86588921282798836, 0.47214076246334313]","[0, 0.99453551912568305, 0.95901639344262291, 0.93169398907103829, 0.8797814207650273, 0.81147540983606559, 0.43989071038251365]","[0, 0.99589603283173722, 0.96561210453920221, 0.94590846047156729, 0.90322580645161288, 0.83779971791255281, 0.45544554455445552]"
881,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.3",0.43989071038251365,0.0,0.06830601092896176,0.4918032786885246,"[0, 3, 15, 11, 15, 25, 136, 161]","[0, 0.99725274725274726, 0.97478991596638653, 0.9683908045977011, 0.93333333333333335, 0.86842105263157898, 0.48059701492537316]","[0, 0.99180327868852458, 0.95081967213114749, 0.92076502732240439, 0.8797814207650273, 0.81147540983606559, 0.43989071038251365]","[0, 0.9945205479452055, 0.96265560165975106, 0.94397759103641454, 0.90576652601969043, 0.83898305084745761, 0.45934379457917263]"
882,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.4",0.43989071038251365,0.0,0.09289617486338798,0.4672131147540984,"[0, 3, 16, 12, 15, 25, 134, 161]","[0, 0.99725274725274726, 0.98579545454545459, 0.97101449275362317, 0.94117647058823528, 0.88059701492537312, 0.49386503067484661]","[0, 0.99180327868852458, 0.94808743169398912, 0.91530054644808745, 0.87431693989071035, 0.80601092896174864, 0.43989071038251365]","[0, 0.9945205479452055, 0.96657381615598892, 0.94233473980309435, 0.90651558073654392, 0.84165477888730378, 0.46531791907514447]"
883,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.5",0.4344262295081967,0.0,0.13934426229508196,0.4262295081967213,"[0, 4, 15, 14, 14, 25, 135, 159]","[0, 1.0, 0.98579545454545459, 0.9708454810495627, 0.94378698224852076, 0.88821752265861031, 0.51623376623376627]","[0, 0.98907103825136611, 0.94808743169398912, 0.9098360655737705, 0.87158469945355188, 0.80327868852459017, 0.4344262295081967]","[0, 0.99450549450549453, 0.96657381615598892, 0.93935119887165019, 0.90625, 0.8436154949784791, 0.47181008902077148]"
884,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.6",0.4344262295081967,0.0,0.17759562841530055,0.3879781420765027,"[0, 7, 14, 13, 14, 24, 135, 159]","[0, 1.0, 0.98571428571428577, 0.9707602339181286, 0.95495495495495497, 0.8990825688073395, 0.5426621160409556]","[0, 0.98087431693989069, 0.94262295081967218, 0.90710382513661203, 0.86885245901639341, 0.80327868852459017, 0.4344262295081967]","[0, 0.99034482758620679, 0.96368715083798884, 0.93785310734463279, 0.9098712446351932, 0.8484848484848484, 0.48254931714719268]"
885,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.7",0.42896174863387976,0.0,0.226775956284153,0.3442622950819672,"[0, 9, 13, 13, 13, 24, 137, 157]","[0, 1.0, 0.98567335243553011, 0.97640117994100295, 0.96363636363636362, 0.91021671826625383, 0.5688405797101449]","[0, 0.97540983606557374, 0.93989071038251371, 0.90437158469945356, 0.86885245901639341, 0.80327868852459017, 0.42896174863387976]","[0, 0.98755186721991706, 0.96223776223776236, 0.93900709219858147, 0.9137931034482758, 0.85341074020319296, 0.48909657320872268]"
886,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.8",0.4180327868852459,0.0,0.2650273224043716,0.31693989071038253,"[0, 13, 10, 14, 15, 24, 137, 153]","[0, 1.0, 0.98563218390804597, 0.97916666666666663, 0.96319018404907975, 0.91772151898734178, 0.58396946564885499]","[0, 0.96448087431693985, 0.93715846994535523, 0.89890710382513661, 0.85792349726775952, 0.79234972677595628, 0.41803278688524592]","[0, 0.98191933240611962, 0.96078431372549022, 0.93732193732193725, 0.90751445086705196, 0.85043988269794712, 0.48726114649681534]"
887,F1-REF,6,2,naive-bayes,"0.001:[8,8]:0.9",0.3989071038251366,0.0,0.33060109289617484,0.27049180327868855,"[0, 16, 11, 14, 14, 28, 137, 146]","[0, 1.0, 0.98833819241982512, 0.98187311178247738, 0.97187500000000004, 0.92483660130718959, 0.60833333333333328]","[0, 0.95628415300546443, 0.92622950819672134, 0.88797814207650272, 0.84972677595628421, 0.77322404371584696, 0.39890710382513661]","[0, 0.97765363128491622, 0.9562764456981665, 0.93256814921090381, 0.90670553935860054, 0.84226190476190466, 0.48184818481848185]"
888,F1-REF,6,2,naive-bayes,"0.001:[8,8]:1.0",0.04644808743169399,0.0,0.953551912568306,0.0,"[220, 90, 5, 3, 9, 10, 12, 17]","[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0.15300546448087432, 0.13934426229508196, 0.13114754098360656, 0.10655737704918032, 0.079234972677595633, 0.046448087431693992]","[0, 0.26540284360189575, 0.24460431654676257, 0.23188405797101452, 0.19259259259259259, 0.14683544303797469, 0.088772845953002624]"
889,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.0",0.4426229508196721,0.0,0.0,0.5573770491803278,"[0, 3, 12, 10, 12, 25, 142, 162]","[0, 0.99180327868852458, 0.95901639344262291, 0.93169398907103829, 0.89890710382513661, 0.8306010928961749, 0.44262295081967212]","[0, 0.99180327868852458, 0.95901639344262291, 0.93169398907103829, 0.89890710382513661, 0.8306010928961749, 0.44262295081967212]","[0, 0.99180327868852458, 0.95901639344262291, 0.93169398907103829, 0.89890710382513661, 0.8306010928961749, 0.44262295081967212]"
890,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.1",0.43989071038251365,0.0,0.0273224043715847,0.5327868852459017,"[0, 3, 12, 11, 13, 25, 141, 161]","[0, 0.9945205479452055, 0.9616438356164384, 0.94707520891364905, 0.92112676056338028, 0.85552407932011332, 0.46264367816091956]","[0, 0.99180327868852458, 0.95901639344262291, 0.92896174863387981, 0.89344262295081966, 0.82513661202185795, 0.43989071038251365]","[0, 0.99316005471956237, 0.96032831737346103, 0.93793103448275861, 0.90707350901525652, 0.84005563282336582, 0.45098039215686275]"
891,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.2",0.43989071038251365,0.0,0.04918032786885246,0.5109289617486339,"[0, 3, 14, 13, 12, 27, 136, 161]","[0, 0.9945205479452055, 0.97214484679665736, 0.95726495726495731, 0.92571428571428571, 0.86337209302325579, 0.47492625368731561]","[0, 0.99180327868852458, 0.95355191256830596, 0.91803278688524592, 0.88524590163934425, 0.81147540983606559, 0.43989071038251365]","[0, 0.99316005471956237, 0.96275862068965523, 0.93723849372384949, 0.90502793296089379, 0.83661971830985915, 0.45673758865248226]"
892,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.3",0.4371584699453552,0.0,0.06557377049180328,0.4972677595628415,"[0, 3, 15, 14, 12, 26, 136, 160]","[0, 0.9945205479452055, 0.97206703910614523, 0.96253602305475505, 0.93333333333333335, 0.87058823529411766, 0.47904191616766467]","[0, 0.99180327868852458, 0.95081967213114749, 0.91256830601092898, 0.8797814207650273, 0.80874316939890711, 0.43715846994535518]","[0, 0.99316005471956237, 0.96132596685082872, 0.93688639551192154, 0.90576652601969043, 0.83852691218130315, 0.45714285714285713]"
893,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.4",0.43169398907103823,0.0,0.09836065573770492,0.46994535519125685,"[0, 5, 13, 15, 13, 25, 137, 158]","[0, 0.99449035812672182, 0.97752808988764039, 0.9652173913043478, 0.93567251461988299, 0.87537091988130566, 0.49068322981366458]","[0, 0.98633879781420764, 0.95081967213114749, 0.9098360655737705, 0.87431693989071035, 0.80601092896174864, 0.43169398907103823]","[0, 0.99039780521262011, 0.96398891966758993, 0.93670886075949367, 0.90395480225988689, 0.83926031294452352, 0.45930232558139533]"
894,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.5",0.43169398907103823,0.0,0.1284153005464481,0.43989071038251365,"[0, 6, 14, 16, 11, 25, 136, 158]","[0, 0.99722991689750695, 0.98295454545454541, 0.96491228070175439, 0.93823529411764706, 0.88821752265861031, 0.51298701298701299]","[0, 0.98360655737704916, 0.94535519125683065, 0.90163934426229508, 0.87158469945355188, 0.80327868852459017, 0.43169398907103823]","[0, 0.99037138927097657, 0.96378830083565459, 0.93220338983050843, 0.90368271954674217, 0.8436154949784791, 0.46884272997032644]"
895,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.6",0.42349726775956287,0.0,0.18579234972677597,0.3907103825136612,"[0, 10, 12, 14, 11, 28, 136, 155]","[0, 0.99719887955182074, 0.98285714285714287, 0.96491228070175439, 0.94658753709198817, 0.89538461538461533, 0.54006968641114983]","[0, 0.97267759562841527, 0.93989071038251371, 0.90163934426229508, 0.87158469945355188, 0.79508196721311475, 0.42349726775956287]","[0, 0.98478561549100962, 0.96089385474860334, 0.93220338983050843, 0.90753911806543386, 0.84225759768451525, 0.47473200612557431]"
896,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.7",0.42349726775956287,0.0,0.22404371584699453,0.3524590163934426,"[0, 11, 13, 17, 12, 24, 134, 155]","[0, 0.9971910112359551, 0.98559077809798268, 0.96726190476190477, 0.96604938271604934, 0.91455696202531644, 0.56569343065693434]","[0, 0.9699453551912568, 0.93442622950819676, 0.88797814207650272, 0.85519125683060104, 0.7896174863387978, 0.42349726775956287]","[0, 0.9833795013850416, 0.95932678821879391, 0.92592592592592593, 0.90724637681159426, 0.84750733137829903, 0.484375]"
897,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.8",0.4207650273224044,0.0,0.28415300546448086,0.29508196721311475,"[0, 13, 12, 17, 15, 24, 131, 154]","[0, 1.0, 0.99127906976744184, 0.98181818181818181, 0.97476340694006314, 0.92233009708737868, 0.6015625]","[0, 0.96448087431693985, 0.93169398907103829, 0.88524590163934425, 0.84426229508196726, 0.77868852459016391, 0.42076502732240439]","[0, 0.98191933240611962, 0.96056338028169008, 0.93103448275862066, 0.90483162518301608, 0.84444444444444433, 0.49517684887459806]"
898,F1-REF,6,2,naive-bayes,"0.001:[9,9]:0.9",0.4016393442622951,0.0,0.3333333333333333,0.2650273224043716,"[0, 21, 15, 13, 13, 22, 135, 147]","[0, 1.0, 0.99099099099099097, 0.98753894080996885, 0.97435897435897434, 0.93377483443708609, 0.61250000000000004]","[0, 0.94262295081967218, 0.90163934426229508, 0.86612021857923494, 0.8306010928961749, 0.77049180327868849, 0.40163934426229508]","[0, 0.97046413502109707, 0.94420600858369097, 0.92285298398835514, 0.89675516224188789, 0.84431137724550898, 0.48514851485148514]"
